f1_good,f1_bad,f1_weighted,accuracy,roc_auc,threshold,sampler,model,runtime_s
0.6622185154295246,0.4943820224719101,0.6118675675422403,0.595,0.6493142857142857,0.5,AGSS,Transformer,197.27043509483337
0.697171381031614,0.543859649122807,0.6511778614589719,0.636,0.6866714285714286,0.5,RUS,Transformer,202.75135111808777
0.656084656084656,0.5496535796766744,0.6241553331622615,0.61,0.6971476190476191,0.5,TomekLinks,Transformer,321.3496780395508
0.6683893195521102,0.5411203814064363,0.6302086381084081,0.615,0.6757857142857143,0.5,ENN,Transformer,242.2381911277771
0.6025751072961374,0.44550898203592815,0.5554552697180746,0.537,0.586304761904762,0.5,NearMiss,Transformer,241.8302710056305
