f1,threshold,precision,recall,roc_auc,sampler
0.3713147410358566,0.4,0.3053735255570118,0.4735772357723577,0.9663571722592699,ROS
0.40536512667660207,0.4,0.32,0.5528455284552846,0.9665549518604766,SMOTE
0.36597110754414125,0.3,0.30238726790450926,0.4634146341463415,0.9658016793751463,ADASYN
0.7497116493656286,0.4,0.8666666666666667,0.6605691056910569,0.9573859485978924,AGSS
