accuracy,precision,recall,f1,roc_auc,pr_auc,threshold,sampler,model,runtime_s
0.999044967293641,0.6929824561403509,0.8028455284552846,0.743879472693032,0.959188823400817,0.7166211796413197,0.6,AGSS,GAN,6.5549986362457275
0.9993223481164437,0.8285714285714286,0.766260162601626,0.7961985216473073,0.9367999952531751,0.7007455495523179,0.6,RUS,GAN,5.79525089263916
0.998258469770757,0.48360655737704916,0.11991869918699187,0.19218241042345277,0.9704598443641964,0.16221872118169697,0.8,TomekLinks,GAN,1366.3931050300598
0.9981355795328064,0.37579617834394907,0.11991869918699187,0.18181818181818182,0.9728334926808109,0.16504769946550424,0.8,ENN,GAN,1376.6497220993042
0.9988448317632642,0.6529080675422139,0.7073170731707317,0.6790243902439025,0.8678041924757394,0.6099501752665712,0.6,NearMiss,GAN,6.813575267791748
