accuracy,precision,recall,f1,roc_auc,pr_auc,threshold,sampler,model,runtime_s
0.8896656332182846,0.013341724354940214,0.8617886178861789,0.026276648487853247,0.922592891572656,0.37057439848796436,0.5,ROS,Transformer,5768.555814027786
0.9397908057035115,0.024168666438121357,0.8597560975609756,0.04701567189063021,0.9208751379188519,0.438616890490103,0.5,SMOTE,Transformer,6056.28537106514
0.7781866316488008,0.006409852589139473,0.8272357723577236,0.012721135212852409,0.878077111311183,0.38544904700296656,0.5,ADASYN,Transformer,6544.084679841995
0.9974860168464961,0.336734693877551,0.4695121951219512,0.3921901528013582,0.9208226511903019,0.33098431784759924,0.5,AGSS,Transformer,7123.548521995544
