avg_f1_per_fold,std_f1,f1_cat,threshold_cat,roc_auc,precision,recall,epochs,noise_dim
0.7175746840099815,0.2333438910260857,0.7452380952380953,0.5,0.941198789874222,0.8994252873563219,0.6361788617886179,100,32
