f1_good,f1_bad,f1_weighted,accuracy,roc_auc,threshold,sampler,model,runtime_s
0.820816085156712,0.019417475728155338,0.580396502328145,0.697,0.6048523809523809,0.5,AGSS,GAN,114.48508310317993
0.8235294117647058,0.0,0.5764705882352942,0.7,0.6728809523809524,0.5,RUS,GAN,117.16015005111694
0.8228369629193644,0.0,0.5759858740435551,0.699,0.6922,0.5,TomekLinks,GAN,183.34832382202148
0.8226281673541543,0.006600660066006601,0.5778199151677099,0.699,0.651204761904762,0.5,ENN,GAN,143.14929628372192
0.817966903073286,0.0,0.5725768321513002,0.692,0.5755761904761905,0.5,NearMiss,GAN,120.33017492294312
